Ordre;Discipline;Nom de la chaine YouTube;URL de la chaine YouTube;Mots-clés;Description (par le/la vidéaste);Description (par l'auteure du rapport)
196.0;Technologie et informatique;Léo - Techmaker;https://www.youtube.com/channel/UCRhyS_ylPQ5GWBl1lK92ftA;Technologie-ingénierie-électronique-Do it yourself-fabrication;« Salut c'est Léo de la chaine TechMaker ! Test High-Tech, Astuce Smartphone ou PC et Actualités Internet : c'est ici ! Vous trouverez aussi ici des DIY assez sympas ! Comment construire un Oculus Rift, un drone, une borne d'arcade, ou bien une console de jeux ! »;
212.0;Arts et histoire de l’art;N’art;https://www.youtube.com/channel/UCQq9fMRQhXOyOZeageaj6ag/featured;Transversal-critiques d'expo;« Apprendre à reconnaître le style de Klimt, comprendre la carrière artistique de Dalí, voyager dans une peinture de Bacon, parler de la représentation du sexe dans l'art : ici on va faire tout ça !»;
194.0;Technologie et informatique;Héliox;https://www.youtube.com/channel/UCPFChjpOgkUqckj3378jt5w;Technologie-fabrication-Bidouille-« do it yourself »;;Comprendre et savoir crocheter un cadenas, fabriquer une batterie externe solaire, fabriquer une NES classique Mini, bien choisir son imprimante 3D, fabriquer un distributeur de bonbon...
205.0;Arts et histoire de l’art;Culturons-nous bordel de merde;https://www.youtube.com/channel/UCQhw8EPGPbBeXthitpbCyuQ;Art-Art contemporain-Art populaire-Théâtre-culture;« On va parler culture et Arts contemporains, des trucs qu'ont l'air chiant comme ça mais on va essayer que ça passe quand même... »;
214.0;Arts et histoire de l’art;Photo Synthèse;https://www.youtube.com/channel/UCqeQl48e0r-M30d_EVWfA2Q;Photographie-Histoire du 20e siècle;« Dans Photo-synthèse, Elie revient sur les clichés et photographes qui ont marqué la discipline et l’art de la photographie ainsi que leurs contextes.»;
195.0;Technologie et informatique;Le Point Sécu;https://www.youtube.com/channel/UCe-0FAoHZyDLPMLHnYAuXsw;Sécurité informatique;« Le Point Sécu est une chaine Youtube ayant pour but de sensibiliser le grand public aux problématiques de sécurité informatique.»;
208.0;Arts et histoire de l’art;Le Grand Palais;"https://www.youtube.com/user/Rmngrandpalais/playlists?shelf_id=13&amp;view=50&amp;sort=dd";MOOC-Histoire de l'Art;;Les expositions et activités (et bien plus encore) de la RMN-Grand Palais en vidéo.
203.0;Arts et histoire de l’art;Art comptant pour rien;https://www.youtube.com/channel/UCL1ScW5p_7TF-uWdVo1WjTw;Art contemporain;« Bienvenue dans L'Art Comptant Pour Rien, la chaîne qui t'expliquera que l'Art Contemporain c'est chouette (promis)»;
206.0;Arts et histoire de l’art;Grand écArt;https://www.youtube.com/channel/UCq9HhrwCKJZcYbLtsk1wErw;Art-peinture-pop culture;« La chaîne qui fait le Grand écArt entre Pop Culture et Histoire de l’Art. »;
211.0;Arts et histoire de l’art;Muséonaute;https://www.youtube.com/channel/UCZ17ceLrs__ZzLwx8IrEFkw;Transversal-critiques d'expo;;Etudiants à l'Ecole du Louvre aux vidéos bien menées.
225.0;Musique;Gradus ad Parnassum;https://www.youtube.com/channel/UC1kz30iAcNahlzfPcKFZGpA;Harmonie-écriture musicale-MOOC-enseignement;"« Gradus ad Parnassum est un site dédié à l'écriture musicale. Son ambition est d'apporter de solides éléments pour une meilleure compréhension et maîtrise de l'écriture. L'essentiel du contenu réside dans le cours d'harmonie vidéo en libre accès que nous proposons. GaP propose également des vidéos hors-série ainsi que des TD payants. De plus, depuis avril 2016, notre première publication papier est disponible. Cette ""version livre"" de GaP sera rendue disponible progressivement.»";
215.0;Arts et histoire de l’art;Reg’Art;https://www.youtube.com/channel/UCjTZULESrd3WLIEhs6rfMQw;Histoire du vêtement et de la mode-œuvres classiques-expositions;« Chaîne de vulgarisation d'Histoire de l'Art ! Pour apprendre à regarder et découvrir des œuvres d'art, accessible à tous et sans prise de tête !»;
244.0;Musique;Une chanson, l’addition !;https://www.youtube.com/channel/UCPpNtkHeCnwN7Tl5oLq4AAg;Musique contemporaine-reprises;« Chaque VENDREDI à 15h, le temps d’une pause-café, on vous dit tout des plus grands standards de la musique, des années 60 à nos jours. »;
246.0;Musique;Médiapason (collectif de vidéastes);https://www.youtube.com/channel/UCM3jQ0eL9XJBgklR98xXxfA;;« Médiapason, c’est le site sur lequel se regroupent les vidéastes qui parlent de musique. Historiens, analystes, compositeurs, interprètes, chacun présente ici son travail et vous permet d’apprécier un peu plus la musique chaque jour…»;
243.0;Musique;Tyllou;https://www.youtube.com/user/tyllbiss;musique symphonique-musique classique-analyse de pArtition-musicologie;« Cette chaîne est consacrée à la musique, plus particulièrement la musique symphonique :»;
220.0;Musique;1 AM Musiques électroniques;https://www.youtube.com/channel/UCzi5Z-wnH6D-GBWVzrjktXg;Musique électronique-clubbing;« Chroniques musicales présentées par Indian Jones (c'est moi !!)»;
235.0;Musique;Music Antik;https://www.youtube.com/channel/UC44aWFGjp0gao1QMMq5TV_w;Vinyles-disquaire-Histoire de la musique pop contemporaine;« Ici on parle de musique. Tu trouveras :»;
240.0;Musique;Scherzando;https://www.youtube.com/user/truffiparker;Histoire de la musique;;Vidéos bien axées secondaire mais accessible à tous sur la musique classique ET populaire.
231.0;Musique;Le Rapporteur;https://www.youtube.com/channel/UCi_GOrrbCes6bwvbsw9gBwQ;Rap;« Je rapporte. Rap porte. Jeu de mot, parce que j'parle de rap. T'as compris. »;
219.0;Arts et histoire de l’art;Sous la toile;https://www.youtube.com/channel/UCAo50V_d5wR3_boc6-rIb4Q;;« Bonjour tout le monde !!»;
248.0;Audio-visuel, cinéma et jeu vidéo;Ashikara;https://www.youtube.com/user/Ashikara;Jeux vidéo-Game Studies-game-design-level-design-interface utilisateur…;;Dans son excellente émission Touch my Level One, Ashikara revient sur le premier niveau d’un jeu plus ou moins connu par épisode afin de l’analyser et de parler de game-design, de level-design, d’interface, etc.
251.0;Audio-visuel, cinéma et jeu vidéo;Chroniques du désert rouge;https://www.youtube.com/channel/UC9ba8F0t-wFiYUV-7ogVITw;Documentaire-Cinéma;« Les Chroniques du Désert Rouge, ce sont des morceaux bruts de mon amour pour beaucoup d’œuvres de cinéma. Vous trouverez ici aussi des courts-métrages que je réalise et que je souhaite rendre publics. »;
254.0;Audio-visuel, cinéma et jeu vidéo;Développeuse du dimanche;https://www.youtube.com/channel/UCVf2py0nEmhiUH7pryhZdyg;Vlog-« Do It Yourself »-Informatique-programmation-jeu vidéo-Game Studies;;Cette game-designeuse professionnelle montre son parcours dans la création d’un jeu vidéo indépendant.
263.0;Audio-visuel, cinéma et jeu vidéo;Le fossoyeur de films;https://www.youtube.com/user/deadwattsofficiel;Théorie du Cinéma-Cinéma général-Cinéma de genre-nanars;« Bienvenue sur ma chaîne, repaire de mes deux projets principaux : LE FOSSOYEUR DE FILMS et DEAD WATTS.»;
257.0;Audio-visuel, cinéma et jeu vidéo;Fabien Campaner;https://www.youtube.com/user/betatestmode;Cinéma-Histoire;« Diverses émissions sur le cinéma dans lesquelles j'analyse des films qui m'ont marqué pour de bonnes ou de mauvaises raisons, avec de l'humour dedans :»;
250.0;Audio-visuel, cinéma et jeu vidéo;Bolchegeek;https://www.youtube.com/user/bolchegeek;Culture audio-visuelle générale;« Salut à tous mes chers petits camarades, soyez les bienvenus sur la chaîne Bolchegeek, l'émission culturelle avec un couteau entre les dents !»;
255.0;Audio-visuel, cinéma et jeu vidéo;Doc Géraud;https://www.youtube.com/user/DocGeraud;Jeux vidéo-développement-Game Studies;« Je suis game designer (en ce moment chez Ubisoft) et je fais des vidéos chiantes pour vous apprendre des trucs cools.»;
252.0;Audio-visuel, cinéma et jeu vidéo;Culture Porn;https://www.youtube.com/channel/UCxuNHXk3vlPaBXJUnX2vTSg;Cinéma-Série-Analyses formelles;« Je parle principalement ciné et JV en essayant d'être le plus bienveillant et le plus passionné possible. »;
264.0;Audio-visuel, cinéma et jeu vidéo;Le Tost';https://www.youtube.com/channel/UCbbsbAqC2uYvyPX56TCBLrw;Cinéma;« Je suis Le Tost', et je crée mon univers partagé [σ], mêlant science-fiction, aventure et émissions sur le cinéma (comme L'Aventurier des Films Perdus). »;
258.0;Audio-visuel, cinéma et jeu vidéo;Flim;https://www.youtube.com/channel/UCvoweapIz8M7_Hbd6CwxRKQ;Films-Réalisation-Montage-audio-visuel;« Salut c'est Dim,»;
110.0;Mathématiques;Jaicompris Maths;https://www.youtube.com/channel/UCo-O74A4qVz6nq5cfCIee6w;Mathématiques-cours;« Cours de Maths et exercices corrigés en vidéo. Professeur agrégé, j'enseigne en S, ES et STI depuis plus de 15 ans. Ça faisait longtemps que j'avais envie de mettre mes cours en vidéo, pour que chaque élève puisse revoir ce qu'il n'a pas compris en classe, travailler à son rythme, 24h/24. J'ai vu beaucoup d'élèves. Tous ceux qui ont travaillé ont réussi. Mon but est donc de fournir les cours et exercices corrigés en vidéo pour qu'un élève motivé, même en difficulté, puisse réussir.»;
100.0;Philosophie et esprit critique;Spline LND;https://www.youtube.com/channel/UCLdmnkqdcTPHvVZ8aNdbf5A;Esprits critiques-biais expérimentaux;« Sur Spline vous trouverez la série Bug Mental, de charmantes petites vidéos qui parlent de ce qui se passe dans nos têtes. Parce que parfois là-dedans, ça déconne, et ça nous arrive à tous ! Et plus largement, du décryptage social, et quelques histoires épatantes ! »;
111.0;Mathématiques;La statistique expliquée à mon chat;https://www.youtube.com/channel/UCWty1tzwZW_ZNSp5GVGteaA;statistique;« Une chaîne YouTube belge au félicentrisme assumé, créée et gérée par Laura Maugeri (infographiste), Gwenaël Grisi (compositeur) et Nathan Uyttendaele (docteur en sciences, spécialisé dans la statistique). »;
105.0;Économie;Stupid Economics;https://www.youtube.com/channel/UCyJDHgrsUKuWLe05GvC2lng;économie;« Sur Stupid Economics on parle d'économie avec du motion design, des billets de Monopoly ou même des Légos. L'objectif c'est de faire découvrir l'économie, un truc passionnant, vivant et qui nous en apprend beaucoup sur le monde. »;
94.0;Philosophie et esprit critique;Mr Sam / Samuel Buisseret;https://www.youtube.com/user/SamuelBuisseret/;Esprit critique-zététique-Sciences;« Salut les Z et les zautres, sur cette chaîne on va parler de comment on sait ce qu'on croit qu'on sait, à travers 4 émissions complémentaires !»;
95.0;Philosophie et esprit critique;Mycélium;https://www.youtube.com/channel/UCJ9kIKgFuAB23GkEko1hHDg;Esprit critique;« Une chaîne de Zététique qui ne vous laissera pas pourrir au milieu de tous les arguments moisis qui nous entourent. »;
118.0;Physique-chimie et astronomie;12 Parsecs;https://www.youtube.com/channel/UCkMsSGlEMPRxhqvGj6qeucQ;Astronomie;"« Ahhhh, les étoiles... Comme disait Jacques Chirac : ""C'est loin, mais c'est beau..."" »";
87.0;Philosophie et esprit critique;Defekator;https://www.youtube.com/channel/UCU0FhLr6fr7U9GOn6OiQHpQ;Esprit critique-zététique-Société-politique-Sciences;« On défake sur les fakes.»;
90.0;Philosophie et esprit critique;Hygiène Mentale;https://www.youtube.com/user/fauxsceptique;Esprit critique-rationnel-paranormal-zététique;« Chaîne dédiée à l'Esprit Critique.»;
92.0;Philosophie et esprit critique;La tronche en biais;https://www.youtube.com/user/TroncheEnBiais;Esprit critique-Société-Sciences;« Esprit critique, scepticisme, zététique...»;
153.0;Biologie, médecine et paléontologie;Bio Logique;https://www.youtube.com/channel/UCG-O7s_-BlT_mWGlYw-SEHg;Biologie-Bio-Chimie-physiologie;« Une chaîne essentiellement basée sur les fondamentaux en biologie, mais pas que.... l'idée étant pour les étudiant(e)s qu'ils/elles puissent revoir certains thèmes ou notions en détail, avec une 'pause' possible grâce à la vidéo. »;
129.0;Physique-chimie et astronomie;La pause café science;https://www.youtube.com/channel/UCRwrWRcHfCpEbEFDVkq08Yw;Physique-Astronomie;« On a tous quelques minutes à tuer en buvant son thé ou son café, ... et pourquoi ne pas en profiter pour s'instruire ? La Pause Café Sciences répond à des questions du quotidien, simplement, à l'aide d'un tableau noir et de schémas simples. »;
141.0;Physique-chimie et astronomie;ScienceClic;https://www.youtube.com/channel/UCV6uM3y-8TeO7JlCtcEN-Bg;Astronomie;« D'où venons-nous ? Dans quel monde vivons-nous ? En quelques minutes, découvrez et comprenez les théories scientifiques les plus complexes, à la base du cosmos. Des vidéos précises et concises, et des explications visuelles, dans un format simple et accessible à tous !»;
150.0;Biologie, médecine et paléontologie;Alexis Rastier;Alexis Rastier;Paléontologie;"« Une chaîne YouTube consacrée à la paléontologie. Découvrez avec moi notre formidable monde si complexe soit-il. Merci GEORGES CUVIER père de la paléontologie. Deux vidéos ""Alexis Rastier et le Mésozoïque"" tous les ans et un HDT, une LFP et un LGHDT qui alternent toutes les»";
127.0;Physique-chimie et astronomie;Hugo Lisoir;https://www.youtube.com/channel/UCDC6DBi0kRp6Jk21xqfvFLA;Astronomie-Astrophysique;« Bonjour et bienvenue sur ma chaîne. Si toi aussi tu es accro à l'exploration et la conquête de l'espace tu es bienvenu. On parlera de l'actualité spatiale dans le réel mais aussi dans le jeux-vidéo via Star Citizen. »;
134.0;Physique-chimie et astronomie;Molécules;https://www.youtube.com/channel/UCt9bP5tdgfRJkOXMNjAE-ew;Chimie;« Cette chaîne a pour but principal de faire de la vulgarisation scientifique autour de la chimie parce que la chimie c'est bien mais pas toujours très compréhensible.»;
142.0;Physique-chimie et astronomie;Sciences physiques à Stella;https://www.youtube.com/channel/UC9trkn8YC1kNc0K5v9vPOkg;Terminale-terminale S;« Les vidéos des cours de Physique chimie du Lycée Stella qui sont utilisées en classe inversée. »;
130.0;Physique-chimie et astronomie;Lanterne Cosmique;https://www.youtube.com/channel/UCWYxQt9Y3y2CDzXLf2K7xCA;Astronomie-Physique générale;« De l'hypercuriosité, des questions et de la Science. Notre Univers est badass. »;
138.0;Physique-chimie et astronomie;Promethium;https://www.youtube.com/channel/UCGtdm6dna6BeUPEyru-3QZA;Chimie-expérience;« 𝕻𝖊𝖗 𝖆𝖘𝖕𝖊𝖗𝖆 𝖆𝖉 𝖆𝖘𝖙𝖗𝖆»;
119.0;Physique-chimie et astronomie;Alain Bernard;https://www.youtube.com/channel/UCwIigJTGRHqgUdWO8Fx9Tdg;Physique;« La science en animation tout simplement »;
354.0;Youtube dans le primaire;L’esprit sorcier;https://www.youtube.com/channel/UCH6rAZUDfVIoVSJjm3vlcnw;Culture générale;« Fondé par Frédéric Courant, Pascal Léonard et une partie de l'équipe de C'est pas Sorcier, L'Esprit Sorcier est un média éducatif qui donne à chacun, petit ou grand, les clés pour mieux comprendre notre monde, et se forger une opinion sur les grands sujets de science et de société. Comme au temps de C'est pas Sorcier, notre but est de continuer à partager avec le plus grand nombre, et de manière gratuite, le goût de la science et de la découverte. Nouveau format, nouvelles rubriques, mais toujours le même esprit : l'Esprit Sorcier ! »;
338.0;Psychologie;Le PsyLab;https://www.youtube.com/channel/UC72lswiocu5Asjt6j9RWh7A;Psychologie-psychiatrie-psychanalyse-Médecine;« Le PsyLab c'est une équipe de psychiatres qui vous propose de découvrir le monde fascinant de la psychiatrie. Des émissions variées pour parler de concepts-clés en psychiatrie, et de la façon dont ils ont été illustrés au cinéma, dans les séries et les jeux vidéo. »;
331.0;Youtube dans le primaire;Zeste de science;https://www.youtube.com/channel/UCAxljKT0ujiJZhGC8Ood7mw;Culture générale-Sciences-mathématiques-Biologie-écologie-Art-informatique-Astrophysique;« Zeste de Science (#ZdS) fait partie de la galaxie des chaînes du Centre national de la recherche scientifique (CNRS).»;
336.0;Psychologie;Joul Psycho;https://www.youtube.com/channel/UCkw-P155uC_NIOHLW86jJlQ;Psychologie sociale;« Des connaissances sur les principes de base de la psychologie sociale expliquées à tou.te.s, grâce à une vulgarisation et des illustrations sur un ton humoristique. »;
334.0;Psychologie;CommPsy;CommPsy;Psychiatrie-psychologie-communication;;Des épisodes d’une dizaine de minutes présentant des concepts de psychologie avec pour finalité l’attente du bien-être.
10.0;Lettres et littérature;Les Littératrices;https://www.youtube.com/channel/UCslIRp_iqIcPRa1jBLdzkqQ;Littérature-Histoire littéraire-autrices-auteurs-biographie-féminisme;« Les Littératrices ? C'est une chaîne YouTube de vulgarisation littéraire résolument féministe et opposée à la construction sexiste de l'histoire littéraire. Vous y découvrirez des autrices, poétesses, romancières, dramaturges et essayistes dont vous n'avez certainement jamais entendu parler en cours de français !»;
32.0;Langue française, langues et linguistique;Le monde des langues;https://www.youtube.com/channel/UC1ipKNAWcHhmcqKUEGg1RMg;Apprentissage des langues-langues étrangères-techniques d’apprentissage;« La chaîne vidéo du blog Le Monde des Langues. Découvrez comment apprendre n'importe quelle langue étrangère efficacement et avec plaisir. »;
9.0;Lettres et littérature;Le Tropeur;https://www.youtube.com/channel/UCrpqKTyAxJWSpwmA_BfWTjw;Récit-narration-procédés scénaristiques;Sur cette chaîne, surtout les épisodes de l'émission Tropeur de l'extrême, qui « vous apprennent les secrets qui se cachent derrière l'écriture de vos œuvres préférées ! »;
29.0;Langue française, langues et linguistique;La Minute Belge;https://www.youtube.com/channel/UCV7LqtLm0-NW4x1W5AUu-QA;Français-francophonie-Belgique;« Chaque épisode de la série explique de manière humoristique, en 1 minute, la signification d'un belgicisme (mot ou expression). »;
