;Id;Label;timeset;isseed;seedrank;subscribercount;videocount;viewcount(100s);country;publishedat;daysactive;category
50;UCLhOJJbPciPdocXTaAk2SdA;Passé sauvage;;no;;66329;36;8543;FR;2015-08-22T19:20:37.000Z;1521;Lettres et littérature
51;UCgxc2fti1i_nC_gEhET1rPw;At0mium - Ancienne chaîne;;no;;78048;301;65469;not set;2011-05-22T21:38:09.000Z;3073;Lettres et littérature
52;UC6iBH7Pmiinoe902-JqQ7aQ;SupraDarky;;no;;69418;2514;1408455;CA;2006-06-13T19:15:10.000Z;4878;Lettres et littérature
53;UCI_zZeg9XmJzQx2S7HrfdcA;TPR;;no;;21710;321;47016;GB;2008-08-03T20:01:46.000Z;4096;Lettres et littérature
54;UCOK-laIjW98-Tj0tDJ9079A;Kago HyperBrother;;no;;5382;39;736;not set;2012-07-17T22:41:26.000Z;2651;Lettres et littérature
55;UCNzwnCxbBaCmwHwNDD4j43A;al;;no;;2800;18;996;not set;2006-09-29T01:03:08.000Z;4770;Lettres et littérature
56;UCC9sg4h9z6j4hqSdqeoXglw;JVH - Jeux Vidéo et Histoire;;no;;9490;43;2708;FR;2011-10-10T22:21:59.000Z;2932;Lettres et littérature
57;UCwbV8cTR4yBgFdfa_BXV2OA;Le Fossoyeur de Films;;no;;716333;227;862234;FR;2012-09-15T18:38:57.000Z;2592;Lettres et littérature
58;UCokoPMlNNphvYvXIm8fZgkg;Raptus;;no;;6780;28;2592;not set;2014-07-24T06:47:59.000Z;1915;Lettres et littérature
59;UCkjJda7HO1WVVhUsMrDmYuA;StudioUha;;no;;50100;51;44018;FR;2013-01-28T18:17:26.000Z;2457;Lettres et littérature
60;UCJ72vLzwNdcMk3UNrVODFmQ;Thomas O Brien;;no;;1015;31;1388;FR;2008-02-22T11:34:23.000Z;4259;Lettres et littérature
61;UCtJxYQNJntb9IGAvjSsfdGA;Professeur Martinez;;no;;1902;32;1683;not set;2014-10-08T16:12:13.000Z;1839;Lettres et littérature
62;UC2_OG1L8DLTzQ7UrZVOk7OA;Axolot;;no;;518820;28;171745;not set;2013-06-10T09:52:24.000Z;2324;undefined
63;UCurWNtpE4PlACD25pw3Czwg;Storynerd;;no;;2199;30;415;FR;2012-10-02T14:26:19.000Z;2575;Lettres et littérature
64;UCzbGpOW-QXRLKyD6Hsftk-g;Ginger Force;;no;;48481;159;40870;FR;2013-01-27T10:30:43.000Z;2458;Lettres et littérature
65;UC_9Z28lA28JxAgFv-m4_nlw;Miss Book;;no;;32702;50;6969;FR;2014-11-30T19:10:33.000Z;1786;Lettres et littérature
66;UCTzzOOZAYzyf5Bo-7nHjrKw;JPDepotte;;no;;42901;81;16020;not set;2011-11-03T11:43:26.000Z;2909;Lettres et littérature
67;UCOchT7ZJ4TXe3stdLW1Sfxw;Dans Ton Corps;;yes;1.0;619069;155;539458;FR;2016-04-11T15:23:07.000Z;1288;Biologie, médecine et paléontologie
68;UCpZODzFU3297WtWnnB8j6vQ;Cédrik JURASSIK;;yes;3.0;63786;85;48042;FR;2016-02-21T14:41:45.000Z;1338;Biologie, médecine et paléontologie
69;UCGl2QLR344ry4Y20RV9dM3g;Professeur Feuillage;;yes;4.0;123565;60;42352;FR;2014-09-01T11:33:12.000Z;1876;Biologie, médecine et paléontologie
70;UCNEWnUoWy0h8_6Fyt_59N1Q;M - Gigantoraptor;;yes;5.0;48765;191;30029;FR;2013-05-12T11:14:03.000Z;2353;Biologie, médecine et paléontologie
71;UCsziE76G6NjpCTTwoSEbwYQ;prof SVT 71;;yes;6.0;22930;144;26445;FR;2012-04-15T09:37:32.000Z;2745;Biologie, médecine et paléontologie
72;UC9BnGZLT4iPaJtDOXYwQuHQ;Primum Non Nocere;;yes;7.0;90222;51;24569;FR;2014-08-24T11:58:17.000Z;1884;Biologie, médecine et paléontologie
73;UCG-O7s_-BlT_mWGlYw-SEHg;Bio Logique;;yes;8.0;63943;43;23254;FR;2015-01-01T20:17:22.000Z;1754;Biologie, médecine et paléontologie
74;UCBK2DclO34h6BDqqrh-drPw;COLAS BIM;;no;;968229;28;331970;FR;2014-12-17T15:30:39.000Z;1769;Biologie, médecine et paléontologie
75;UCeR8BYZS7IHYjk_9Mh5JgkA;Scilabus;;no;;137603;85;49194;CA;2013-09-12T02:36:57.000Z;2230;undefined
76;UC5eOLQO5VUEFJukNg9cl5jg;Dave Sheik;;no;;211334;78;118493;FR;2014-02-13T00:32:04.000Z;2076;undefined
77;UC72lswiocu5Asjt6j9RWh7A;Le PsyLab;;no;;127809;64;36694;not set;2014-02-27T00:45:17.000Z;2062;Biologie, médecine et paléontologie
78;UCvHft8Duo4NaHsxQr2l9TOA;PILOTE la chronique série;;no;;88470;25;24456;FR;2012-11-11T13:47:22.000Z;2535;Biologie, médecine et paléontologie
79;UCej7tmvtZ_ex9dZE-ZYS0EQ;Simplex Paléo;;no;;8918;51;4654;FR;2011-12-09T22:56:50.000Z;2872;Biologie, médecine et paléontologie
80;UC5z-dw1g1G2_twr2-RAtdHQ;Entracte Science;;no;;14362;162;16050;not set;2013-01-15T21:41:53.000Z;2469;Biologie, médecine et paléontologie
81;UCT4vFGvS6swMGQcr6Cdu2Jg;Alexis Rastier;;no;;3358;44;1658;FR;2012-02-28T17:16:53.000Z;2792;Biologie, médecine et paléontologie
82;UCffpNbuQxGmf06YHFZcQ-OQ;la chaine de MOS;;no;;2076;77;902;FR;2014-08-25T12:32:55.000Z;1883;Biologie, médecine et paléontologie
83;UCZA5gVxWs7O11mwJSvdL32g;Valéoraptor;;no;;10100;40;5577;FR;2014-01-26T12:46:11.000Z;2094;Biologie, médecine et paléontologie
84;UCzn6tpG3WqyVLWPYi4n8VaQ;Paléo-J;;no;;2828;30;747;not set;2013-06-25T14:47:49.000Z;2309;Biologie, médecine et paléontologie
85;UCetUcOmlHbepmh6NLea9l5g;PaleoWorld;;no;;3256;57;1010;FR;2016-04-26T12:44:04.000Z;1273;Biologie, médecine et paléontologie
86;UCqapAnA17Im3bnYOpYXOcjA;francetv slash / causes;;no;;47435;194;30178;FR;2015-05-29T10:09:48.000Z;1606;Biologie, médecine et paléontologie
87;UCg36ugErEPBs4JK-gOn4bQA;Nicolas Meyrieux;;no;;209950;82;129369;FR;2012-07-25T00:03:29.000Z;2644;Biologie, médecine et paléontologie
88;UCm5wThREh298TkK8hCT9HuA;Data Gueule;;no;;475356;105;350392;not set;2014-05-30T13:51:56.000Z;1970;Biologie, médecine et paléontologie
89;UC_eLDs1pdte2bCN5OwUaiUw;Cam Clash;;no;;393834;90;645066;not set;2014-09-29T13:53:18.000Z;1848;Biologie, médecine et paléontologie
90;UCqS1gDNHEX3FgJ8dPfSuRoQ;Les Parasites;;no;;436019;69;311235;FR;2013-10-25T18:00:30.000Z;2187;Biologie, médecine et paléontologie
91;UC3ITjlsqeWcOoFEsWlMnIug;Julien de la chaîne M.G;;no;;1714;6;198;FR;2011-12-26T22:10:32.000Z;2855;Biologie, médecine et paléontologie
92;UCq-8pBMM3I40QlrhM9ExXJQ;La Tronche en Biais;;no;;133388;197;85818;FR;2014-11-11T22:18:20.000Z;1804;undefined
93;UCMFcMhePnH4onVHt2-ItPZw;Hygiène Mentale;;no;;266273;46;90665;FR;2014-07-22T15:12:44.000Z;1917;undefined
94;UCw3w5FFPq3HyxeNw2KPJfLg;Aldreius;;no;;14330;53;9978;FR;2016-03-11T00:13:02.000Z;1319;Biologie, médecine et paléontologie
95;UCJ9kIKgFuAB23GkEko1hHDg;Mycéliums;;no;;19721;17;4249;FR;2015-02-25T12:58:18.000Z;1699;Biologie, médecine et paléontologie
96;UCOaD9W567JN24WLEWcSKj0g;PALÉO ZONE;;no;;3578;32;2173;not set;2013-06-12T13:32:16.000Z;2322;Biologie, médecine et paléontologie
97;UC_56vSO35nctESDan8agevg;DeBunKer des Etoiles;;no;;26031;34;11650;FR;2016-02-18T17:34:58.000Z;1341;Biologie, médecine et paléontologie
98;UC8T_vTz76WUsudvxPk6SLEw;Un Monde Riant;;no;;20627;54;6807;not set;2011-10-17T10:11:27.000Z;2926;Biologie, médecine et paléontologie
99;UCF0WlogXOfh9l4DmXWOh0gg;Votre Voisin Athée;;no;;3455;8;889;not set;2016-03-18T03:24:48.000Z;1312;Biologie, médecine et paléontologie
100;UCU0FhLr6fr7U9GOn6OiQHpQ;Officiel DEFAKATOR;;no;;189408;23;84310;not set;2016-10-21T06:12:29.000Z;1095;undefined
101;UCPkoA795xDha5eAUFjISlwA;Penseur Sauvage;;no;;13225;76;7618;FR;2014-02-01T10:37:45.000Z;2088;Biologie, médecine et paléontologie
102;UCh2YBKhYIy-_LtfCIn2Jycg;Mr. Sam - Point d interrogation;;no;;67637;52;25339;BE;2013-06-28T23:17:09.000Z;2305;Biologie, médecine et paléontologie
103;UCF-X3VfK9cWshtZXR3qljFA;F-L Reptile;;no;;1175;18;932;FR;2017-03-09T00:35:10.000Z;956;Biologie, médecine et paléontologie
104;UC0yPCUmdMZIGtnxSnx5_ifA;Esprit Critique;;no;;11981;26;2289;FR;2015-10-05T15:21:07.000Z;1477;Biologie, médecine et paléontologie
105;UCcliHNE38fJ4n4gYYB0TCQw;Durendal1;;no;;246594;890;919286;not set;2006-11-18T12:32:09.000Z;4720;Biologie, médecine et paléontologie
106;UC8MZDcFxb6FtogVEZ0Eyydg;Climen;;no;;29163;25;8503;FR;2011-04-28T07:53:43.000Z;3098;Biologie, médecine et paléontologie
107;UCtI6_1vGanPlH5lgVIDjJGQ;MrAntoineDaniel;;no;;2818800;80;3115542;FR;2012-03-01T00:33:33.000Z;2790;Biologie, médecine et paléontologie
108;UCND0gjuG9ltEWDvh82VJITg;Jeannot Nymouce;;no;;66388;27;23110;FR;2014-08-14T12:39:20.000Z;1894;undefined
109;UCGeFgMJfWclTWuPw8Ok5FUQ;horizon-gull;;no;;151731;38;47771;not set;2013-11-05T16:41:14.000Z;2176;undefined
110;UCL-y95OCyfWeGVIH-gpG1aA;Karim Debbache;;no;;245337;31;328603;not set;2011-03-19T15:12:53.000Z;3138;Biologie, médecine et paléontologie
111;UCEEi1rclmzywXicV7JfPjWw;MrMeeea;;no;;93499;296;164623;FR;2010-05-30T10:10:27.000Z;3431;Biologie, médecine et paléontologie
112;UCmDMRVBFUyeNscAf1UmILzA;Lex Tutor;;no;;56051;16;8467;not set;2011-07-09T21:30:19.000Z;3025;undefined
113;UCWnfDPdZw6A23UtuBpYBbAg;Dr Nozman;;yes;1.0;3186239;342;4710869;FR;2011-05-28T16:22:52.000Z;3068;Physique-chimie et astronomie
114;UCvGag7MyHR8H9oRm9iL9Ifw;Experimentboy;;yes;2.0;795309;134;704105;FR;2012-10-12T23:01:40.000Z;2564;Physique-chimie et astronomie
115;UC5X4e8ScZI2AFd_vkjSoyoQ;AstronoGeek;;yes;3.0;464462;181;445234;FR;2015-10-04T09:13:31.000Z;1478;Physique-chimie et astronomie
116;UCaNlbnghtwlsGF-KzAFThqA;ScienceEtonnante;;yes;5.0;639896;78;377693;not set;2011-01-04T19:46:19.000Z;3212;Physique-chimie et astronomie
117;UCDC6DBi0kRp6Jk21xqfvFLA;Hugo Lisoir;;yes;6.0;182142;361;226628;FR;2013-09-08T16:25:44.000Z;2234;Physique-chimie et astronomie
118;UCdL3UpiseRlvxXuORJjmqZw;Stardust - La Chaîne Air & Espace;;yes;7.0;213978;284;180361;FR;2016-01-14T07:50:50.000Z;1376;Physique-chimie et astronomie
119;UCfxwT02Bu5R7l21uMAu8H1w;String Theory FR;;yes;8.0;201867;158;132046;FR;2016-03-31T11:21:22.000Z;1299;Physique-chimie et astronomie
120;UCUH5ohh8u9IaUCHrIOG9fCw;Nozman Bonus;;no;;304785;110;161871;FR;2011-10-03T17:53:23.000Z;2940;Physique-chimie et astronomie
121;UCQfrSok6xuClEq8bOwiEWfA;Doc Geraud;;no;;73533;51;16917;FR;2012-08-23T19:46:14.000Z;2615;Physique-chimie et astronomie
122;UCCS19sCFu5ThBTO4Fgj-pCg;LillyPixel;;no;;2141;3;514;not set;2014-09-18T14:42:26.000Z;1859;Physique-chimie et astronomie
123;UCT3QJYq8SR1RuaTCBiC4Esg;Avner;;no;;523673;90;352352;not set;2012-11-27T11:14:19.000Z;2519;Physique-chimie et astronomie
124;UCah8C0gmLkdtvsy0b2jrjrw;Cyrus North;;no;;352033;131;195690;FR;2013-07-17T13:28:11.000Z;2287;Physique-chimie et astronomie
125;UCHnyfMqiRRG1u-2MsSQLbXA;Veritasium;;no;;5270594;263;5036170;US;2010-07-21T07:18:02.000Z;3379;Physique-chimie et astronomie
126;UCjsHDXUU3BjBCG7OaCbNDyQ;Le Sense Of Wonder;;no;;128189;18;25704;not set;2015-05-21T06:28:30.000Z;1614;undefined
127;UCcziTK2NKeWtWQ6kB5tmQ8Q;e-penser;;no;;1049537;123;888653;FR;2013-08-26T19:18:50.000Z;2247;undefined
128;UC4ifYvfu2in5TT6V0thbOVg;DarkFuneral972;;no;;451090;1153;497595;FR;2010-07-04T12:37:45.000Z;3396;Physique-chimie et astronomie
129;UCGgvKW19IWVvUUblrr8EgHA;Experimentboy 2;;no;;290588;68;172767;FR;2011-11-03T20:53:59.000Z;2909;Physique-chimie et astronomie
130;UCWfv8TebnmsPILgo-IUnjLw;ExperimentBoy Gaming;;no;;13616;18;1793;FR;2017-10-14T10:49:19.000Z;737;Physique-chimie et astronomie
131;UC2UT8pPDlUvRbQXTVOf5Ocw;Henri Hihacks;;no;;377457;78;277377;FR;2014-05-25T11:07:50.000Z;1975;Physique-chimie et astronomie
132;UCUp1C8zSGdlBEsMIOzGD7PA;MisterWalt;;no;;46958;76;19226;FR;2015-04-26T17:20:57.000Z;1639;Physique-chimie et astronomie
133;UC6107grRI4m0o2-emgoDnAA;SmarterEveryDay;;no;;6466022;297;5580852;US;2006-04-04T04:12:24.000Z;4948;Physique-chimie et astronomie
134;UCp68_FLety0O-n9QU6phsgw;colinfurze;;no;;7825606;257;8534558;GB;2006-11-15T23:10:11.000Z;4722;undefined
135;UC6nSFpj9HTCZ5t-N3Rm3-HA;Vsauce;;no;;14324861;378;15827542;not set;2007-07-30T20:43:33.000Z;4466;Physique-chimie et astronomie
136;UC7DdEm33SyaTDtWYGO2CwdA;Physics Girl;;no;;1233301;130;840492;US;2011-10-21T15:36:08.000Z;2922;Physique-chimie et astronomie
137;UC-ZkMlo7xMqvhXN5D5H5VuA;Arnaud THIRY;;no;;85316;179;67696;not set;2010-02-22T18:54:51.000Z;3528;Physique-chimie et astronomie
138;UCiw_8x43hludK0PhuN9AJGg;DIMENSION;;no;;156333;12;32167;FR;2015-06-04T16:45:50.000Z;1600;undefined
139;UC9HapjjoLqdDNwKEWQRaiyA;Florence Porcel;;no;;88252;178;54392;FR;2012-01-14T18:05:56.000Z;2837;Physique-chimie et astronomie
140;UCS_7tplUgzJG4DhA16re5Yg;Balade Mentale;;no;;205717;116;114992;FR;2015-09-29T19:44:06.000Z;1483;Physique-chimie et astronomie
141;UCnwxW51vRRDr6Gc6TKufc1Q;Pulsar42;;no;;5292;525;5735;FR;2010-02-11T11:21:54.000Z;3539;Physique-chimie et astronomie
142;UCEdtOcwxGX9viDs4G9AAHeg;AlphaCast;;no;;341062;951;663496;FR;2012-02-24T17:47:29.000Z;2796;Physique-chimie et astronomie
143;UCy-jPoYFmALm1CDCLDe3o_g;Daium;;no;;24049;564;31908;FR;2010-08-04T21:27:46.000Z;3365;Physique-chimie et astronomie
144;UCTeLqJq1mXUX5WWoNXLmOIA;Star Citizen;;no;;353162;1256;857762;not set;2012-10-16T01:06:27.000Z;2561;Physique-chimie et astronomie
145;UCYJJ4j9s2K6X203oJGUx8dQ;Derkomai22;;no;;18362;1183;25434;FR;2012-09-08T19:53:39.000Z;2599;Physique-chimie et astronomie
146;UCoRReVQsekQ-tOwUo-lCOpA;Arkeo Toys;;no;;32369;38;13461;not set;2016-01-05T01:51:22.000Z;1385;Physique-chimie et astronomie
147;UCLiD9QY7eJ-W2h2SrV6crHA;TOUNY;;no;;407311;482;516232;FR;2016-01-28T13:02:38.000Z;1362;Physique-chimie et astronomie
148;UCNoxAXlWfTFz6G1sEbk82bA;Stardust Airsoft;;no;;2747;1;70;FR;2018-03-27T17:09:28.000Z;573;Physique-chimie et astronomie
149;UCTrnSIUWCSFrDbUo1W_YYPQ;Stardust Gaming;;no;;9158;13;1603;FR;2016-01-14T07:50:20.000Z;1376;Physique-chimie et astronomie
150;UC23Cev2t8Oxw9p14Xpelcrw;Chonks Television;;no;;9391;43;1676;FR;2006-07-22T22:21:51.000Z;4838;Physique-chimie et astronomie
151;UCW-Qte750fJkyM-geafGf2Q;i need space;;no;;6593;65;1240;not set;2015-11-09T21:28:17.000Z;1442;Physique-chimie et astronomie
152;UCrZEWtmjhdWWrkHM_NCswNQ;Walane;;no;;450696;148;410910;FR;2010-12-18T23:20:21.000Z;3228;Physique-chimie et astronomie
153;UC9JQQll_r5k1O_Y18ymTp4g;Tania Louis;;no;;10989;57;3117;FR;2015-08-05T15:34:02.000Z;1538;Physique-chimie et astronomie
154;UCFyTyQRqIj9pcpu7Xsu-U4w;Alice au pays des étoiles;;no;;2534;19;283;FR;2016-07-21T10:10:11.000Z;1187;Physique-chimie et astronomie
155;UCfO4BQD5_S1272GVmuXmTxA;Castor Mother;;no;;46580;64;15255;FR;2015-02-03T01:00:38.000Z;1721;Physique-chimie et astronomie
156;UCquTRi6GSF0yxP4fmDH-VGA;Statistikes;;no;;36742;28;8889;FR;2015-09-06T17:14:50.000Z;1506;Physique-chimie et astronomie
157;UCgYj7yeVBkgv0ZLhqIEKf0Q;Sandy L;;no;;261014;37;203982;FR;2012-05-23T20:19:39.000Z;2707;Physique-chimie et astronomie
158;UCZYTClx2T1of7BRZ86-8fow;SciShow;;no;;5662219;1910;10020330;US;2011-10-20T16:11:13.000Z;2923;Physique-chimie et astronomie
159;UCUR03ZSZlEvCO6EWwv4jU2w;Absol Vidéos;;yes;1.0;381952;157;338741;FR;2011-06-19T22:26:43.000Z;3045;Technologie et informatique
160;UCYnvxJ-PKiGXo_tYXpWAC-w;Micode;;yes;2.0;628413;65;293457;FR;2017-01-09T17:07:52.000Z;1015;Technologie et informatique
161;UCRhyS_ylPQ5GWBl1lK92ftA;Léo - TechMaker;;yes;3.0;347983;186;289879;FR;2015-11-23T00:31:45.000Z;1428;Technologie et informatique
162;UCPFChjpOgkUqckj3378jt5w;Heliox;;yes;4.0;120159;70;63473;FR;2017-05-13T10:54:45.000Z;891;Technologie et informatique
163;UCa_8QKdrQkjQR2Oo23RT1uw;Olivier Chambon;;yes;5.0;44094;589;43334;FR;2007-11-16T14:09:12.000Z;4357;Technologie et informatique
164;UCSULDz1yaHLVQWHpm4g_GHA;monsieur bidouille;;yes;6.0;97583;74;43090;not set;2013-10-24T22:20:41.000Z;2187;Technologie et informatique
165;UCH6ppHEvV3_WIXEwmhv9HEg;Deus Ex Silicium;;yes;7.0;53888;71;27861;not set;2014-09-10T15:04:58.000Z;1867;Technologie et informatique
166;UC5cs06DgLFeyLIF_II7lWCQ;Cookie connecté;;yes;8.0;31828;56;14655;FR;2015-07-21T11:32:59.000Z;1553;Technologie et informatique
167;UC_J5Yhr04zytVRoxkt1Hlmg;Absol Human;;no;;42196;83;21087;FR;2015-04-07T20:44:34.000Z;1658;Technologie et informatique
168;UCc3auP4KRed7dDBQEtYslbw;Micode Talks;;no;;5017;1;249;not set;2018-06-07T14:19:05.000Z;501;Technologie et informatique
169;UCljgvfi_NnUrNJVHp_HGHwA;Léo - LiveMaker;;no;;4994;19;202;not set;2016-01-18T18:49:01.000Z;1372;Technologie et informatique
170;UCOLNDRtP8tUK5i-6jLO0r4Q;Guillaume Slash;;no;;207025;207;154550;FR;2015-12-12T14:41:59.000Z;1409;Technologie et informatique
